Date,Open,High,Low,Close,Adj Close,Volume
2020-05-19,1330.270020,1339.119995,1307.270020,1307.719971,1307.719971,49693300
2020-05-20,1322.780029,1353.380005,1322.780029,1346.930054,1346.930054,49929700
2020-05-21,1345.719971,1354.650024,1333.989990,1347.560059,1347.560059,49669400
2020-05-22,1349.400024,1355.770020,1338.130005,1355.530029,1355.530029,39528000
2020-05-26,1361.160034,1406.770020,1361.160034,1393.069946,1393.069946,58370600
2020-05-27,1398.500000,1438.959961,1382.030029,1436.359985,1436.359985,63712300
2020-05-28,1437.839966,1450.369995,1396.949951,1400.670044,1400.670044,54026700
2020-05-29,1399.050049,1399.050049,1372.709961,1394.040039,1394.040039,72750800
2020-06-01,1396.290039,1419.939941,1395.510010,1405.369995,1405.369995,46734100
2020-06-02,1409.160034,1421.119995,1403.689941,1418.209961,1418.209961,51872300
2020-06-03,1425.369995,1463.550049,1425.369995,1452.089966,1452.089966,59895600
2020-06-04,1450.160034,1460.089966,1439.109985,1452.060059,1452.060059,64281300
2020-06-05,1460.180054,1525.560059,1460.180054,1507.150024,1507.150024,86175900
2020-06-08,1510.589966,1537.619995,1510.589966,1536.890015,1536.890015,84373800
2020-06-09,1533.030029,1533.030029,1496.689941,1507.050049,1507.050049,63826200
2020-06-10,1506.939941,1506.939941,1465.939941,1467.390015,1467.390015,65708400
2020-06-11,1458.339966,1458.339966,1355.319946,1356.219971,1356.219971,70188900
2020-06-12,1366.959961,1412.910034,1349.390015,1387.680054,1387.680054,58322500
2020-06-15,1381.410034,1425.839966,1343.599976,1419.609985,1419.609985,57406600
2020-06-16,1432.349976,1473.750000,1427.839966,1452.260010,1452.260010,58292400
2020-06-17,1453.329956,1456.760010,1424.589966,1426.530029,1426.530029,45493900
2020-06-18,1424.719971,1439.739990,1412.270020,1427.329956,1427.329956,44290300
2020-06-19,1430.650024,1443.800049,1409.469971,1418.630005,1418.630005,83277800
2020-06-22,1417.670044,1433.530029,1400.979980,1433.530029,1433.530029,46653800
2020-06-23,1436.459961,1454.119995,1436.459961,1439.339966,1439.339966,47048300
2020-06-24,1437.199951,1437.199951,1374.400024,1389.739990,1389.739990,55872000
2020-06-25,1388.410034,1413.709961,1375.369995,1413.310059,1413.310059,48154200
2020-06-26,1411.369995,1411.369995,1375.589966,1378.780029,1378.780029,80981200
2020-06-29,1383.040039,1427.089966,1381.040039,1421.209961,1421.209961,44627700
2020-06-30,1418.550049,1444.119995,1413.180054,1441.369995,1441.369995,46962800
2020-07-01,1443.290039,1451.459961,1423.650024,1427.310059,1427.310059,44431300
2020-07-02,1433.390015,1459.410034,1428.550049,1431.859985,1431.859985,41908300
2020-07-06,1435.949951,1461.280029,1435.949951,1442.880005,1442.880005,47364500
2020-07-07,1441.300049,1441.300049,1414.239990,1416.000000,1416.000000,45637000
2020-07-08,1416.359985,1431.829956,1402.180054,1427.400024,1427.400024,49277000
2020-07-09,1427.439941,1427.829956,1384.099976,1398.920044,1398.920044,48290200
2020-07-10,1398.920044,1422.709961,1395.650024,1422.680054,1422.680054,45153400
2020-07-13,1427.359985,1452.319946,1403.060059,1403.569946,1403.569946,48907800
2020-07-14,1403.130005,1428.400024,1393.900024,1428.260010,1428.260010,44761700
2020-07-15,1432.500000,1485.050049,1432.500000,1478.270020,1478.270020,46697600
2020-07-16,1473.780029,1473.780029,1460.079956,1467.560059,1467.560059,39612300
2020-07-17,1467.869995,1482.400024,1464.709961,1473.319946,1473.319946,39938300
2020-07-20,1471.670044,1474.369995,1461.300049,1467.949951,1467.949951,39712000
2020-07-21,1472.130005,1496.729980,1472.130005,1487.510010,1487.510010,45479600
2020-07-22,1486.430054,1493.560059,1478.880005,1490.140015,1490.140015,42551900
2020-07-23,1489.329956,1507.239990,1477.229980,1490.199951,1490.199951,42904600
2020-07-24,1488.670044,1488.670044,1466.099976,1467.550049,1467.550049,38949000
2020-07-27,1468.229980,1484.660034,1464.479980,1484.650024,1484.650024,39639100
2020-07-28,1484.369995,1485.339966,1469.550049,1469.760010,1469.760010,40278900
2020-07-29,1471.369995,1501.859985,1471.369995,1500.630005,1500.630005,46763000
2020-07-30,1499.199951,1499.199951,1475.160034,1495.099976,1495.099976,42540100
2020-07-31,1495.150024,1495.150024,1457.619995,1480.430054,1480.430054,51172600
2020-08-03,1485.489990,1507.930054,1483.369995,1506.800049,1506.800049,46436400
2020-08-04,1506.530029,1517.219971,1501.579956,1517.209961,1517.209961,46216700
2020-08-05,1521.790039,1546.400024,1521.790039,1546.239990,1546.239990,47322200
2020-08-06,1546.439941,1550.469971,1537.459961,1544.619995,1544.619995,42674900
2020-08-07,1542.520020,1569.260010,1539.520020,1569.180054,1569.180054,41048600
2020-08-10,1573.750000,1593.829956,1573.750000,1584.670044,1584.670044,43185700
2020-08-11,1587.569946,1603.599976,1570.699951,1575.099976,1575.099976,50876500
2020-08-12,1577.900024,1595.119995,1574.250000,1583.250000,1583.250000,37685600
2020-08-13,1580.260010,1590.089966,1575.959961,1579.790039,1579.790039,36488100
2020-08-14,1575.780029,1583.479980,1567.880005,1577.880005,1577.880005,31934000
2020-08-17,1579.479980,1586.520020,1575.839966,1585.469971,1585.469971,36712900
2020-08-18,1585.540039,1585.540039,1566.510010,1569.770020,1569.770020,38813100
2020-08-19,1570.439941,1585.160034,1569.979980,1572.069946,1572.069946,38844800
2020-08-20,1567.770020,1570.380005,1554.459961,1564.300049,1564.300049,36428500
2020-08-21,1563.369995,1563.369995,1545.359985,1552.479980,1552.479980,37054200
2020-08-24,1559.959961,1568.729980,1554.099976,1568.469971,1568.469971,37286900
2020-08-25,1572.650024,1574.239990,1556.780029,1571.209961,1571.209961,36193000
2020-08-26,1570.719971,1572.569946,1559.729980,1560.189941,1560.189941,37543600
2020-08-27,1561.359985,1573.380005,1555.270020,1564.560059,1564.560059,39295600
2020-08-28,1570.459961,1578.339966,1567.130005,1578.339966,1578.339966,38558800
2020-08-31,1577.550049,1577.550049,1561.880005,1561.880005,1561.880005,43422900
2020-09-01,1561.099976,1578.579956,1554.189941,1578.579956,1578.579956,40831100
2020-09-02,1578.780029,1595.040039,1567.430054,1592.290039,1592.290039,42851900
2020-09-03,1592.469971,1592.469971,1538.530029,1544.680054,1544.680054,48986800
2020-09-04,1546.640015,1563.380005,1501.520020,1535.300049,1535.300049,44314400
2020-09-08,1534.369995,1534.369995,1499.829956,1504.589966,1504.589966,46656000
2020-09-09,1505.089966,1532.910034,1505.089966,1526.479980,1526.479980,39208300
2020-09-10,1526.869995,1543.430054,1507.729980,1507.750000,1507.750000,41922500
2020-09-11,1508.800049,1515.969971,1484.949951,1497.270020,1497.270020,37044500
2020-09-14,1499.380005,1538.500000,1499.380005,1536.969971,1536.969971,38321300
2020-09-15,1538.540039,1551.020020,1535.640015,1538.150024,1538.150024,40514600
2020-09-16,1539.270020,1572.060059,1539.270020,1552.329956,1552.329956,47100300
2020-09-17,1550.140015,1550.140015,1526.550049,1542.599976,1542.599976,43719400
2020-09-18,1544.339966,1556.380005,1519.760010,1536.780029,1536.780029,70687000
2020-09-21,1533.920044,1533.920044,1470.439941,1485.250000,1485.250000,48283500
2020-09-22,1486.050049,1497.810059,1474.489990,1496.959961,1496.959961,39633000
2020-09-23,1496.969971,1503.979980,1451.410034,1451.459961,1451.459961,43645000
2020-09-24,1450.839966,1474.020020,1432.569946,1451.819946,1451.819946,45994700
2020-09-25,1450.979980,1478.949951,1445.699951,1474.910034,1474.910034,37922200
2020-09-28,1477.430054,1514.329956,1477.430054,1510.339966,1510.339966,39460600
2020-09-29,1510.199951,1512.219971,1492.520020,1504.729980,1504.729980,36518800
2020-09-30,1504.839966,1528.010010,1498.290039,1507.689941,1507.689941,47225300
2020-10-01,1508.599976,1531.920044,1508.599976,1531.199951,1531.199951,40705300
2020-10-02,null,null,null,null,null,null
2020-10-05,1541.199951,1582.660034,1541.199951,1581.959961,1581.959961,36869200
2020-10-06,1584.489990,1619.209961,1577.290039,1577.290039,1577.290039,44433800
2020-10-07,1581.119995,1614.609985,1581.119995,1611.040039,1611.040039,38078300
2020-10-08,1615.270020,1630.329956,1615.270020,1628.550049,1628.550049,38561900
2020-10-09,1630.709961,1645.040039,1630.709961,1637.550049,1637.550049,39390600
2020-10-12,1642.459961,1652.050049,1637.349976,1649.050049,1649.050049,34289700
2020-10-13,1647.569946,1647.569946,1631.599976,1636.849976,1636.849976,36051500
2020-10-14,1637.969971,1647.989990,1621.560059,1621.650024,1621.650024,38406300
2020-10-15,1618.880005,1641.000000,1598.489990,1638.880005,1638.880005,37176400
2020-10-16,1638.479980,1646.250000,1633.800049,1633.810059,1633.810059,46758900
2020-10-19,1636.839966,1647.050049,1612.219971,1613.630005,1613.630005,40862000
2020-10-20,1620.569946,1632.760010,1615.989990,1617.709961,1617.709961,39012600
2020-10-21,1618.339966,1621.880005,1603.770020,1603.780029,1603.780029,40977500
2020-10-22,1604.949951,1631.969971,1603.959961,1630.250000,1630.250000,41636300
2020-10-23,1634.060059,1641.479980,1626.319946,1640.500000,1640.500000,36465700
2020-10-26,1635.219971,1635.219971,1586.890015,1605.209961,1605.209961,39880800
2020-10-27,1605.680054,1609.530029,1590.709961,1590.709961,1590.709961,39469900
2020-10-28,1586.770020,1586.770020,1542.540039,1543.280029,1543.280029,51298600
2020-10-29,1543.060059,1566.390015,1532.229980,1561.579956,1561.579956,49030700
2020-10-30,1559.689941,1559.689941,1526.219971,1538.479980,1538.479980,48404500
2020-11-02,1540.859985,1568.589966,1540.859985,1568.589966,1568.589966,43105900
2020-11-03,1571.949951,1620.770020,1571.949951,1614.300049,1614.300049,42200700
2020-11-04,1612.979980,1631.310059,1598.560059,1615.079956,1615.079956,47830400
2020-11-05,1616.650024,1664.119995,1616.650024,1660.050049,1660.050049,48411900
2020-11-06,1660.780029,1667.150024,1648.260010,1648.260010,1648.260010,48339500
2020-11-09,1652.109985,1745.689941,1652.109985,1705.040039,1705.040039,85566100
2020-11-10,1706.449951,1741.829956,1706.449951,1737.010010,1737.010010,60242300
2020-11-11,1738.880005,1746.310059,1722.219971,1736.939941,1736.939941,46099700
2020-11-12,1735.989990,1735.989990,1696.650024,1708.469971,1708.469971,48901200
2020-11-13,1710.050049,1749.359985,1710.050049,1744.040039,1744.040039,47096700
2020-11-16,1747.020020,1785.339966,1747.020020,1785.339966,1785.339966,52819800
2020-11-17,1783.089966,1795.890015,1755.339966,1791.910034,1791.910034,47995700
2020-11-18,1792.760010,1805.199951,1769.319946,1769.319946,1769.319946,52744500
2020-11-19,1769.250000,1784.640015,1764.199951,1784.130005,1784.130005,43472000
2020-11-20,1782.150024,1787.390015,1771.130005,1785.339966,1785.339966,42189700
2020-11-23,1787.239990,1827.599976,1787.239990,1818.300049,1818.300049,50362900
2020-11-24,1819.520020,1862.170044,1819.520020,1853.530029,1853.530029,62675700
2020-11-25,1852.619995,1852.619995,1831.949951,1845.020020,1845.020020,49025600
2020-11-27,1846.260010,1855.270020,1845.500000,1855.270020,1855.270020,27784500
2020-11-30,1854.869995,1854.869995,1813.560059,1819.819946,1819.819946,62914000
2020-12-01,1822.920044,1848.020020,1822.920044,1836.050049,1836.050049,54036600
2020-12-02,1833.079956,1842.530029,1817.020020,1838.030029,1838.030029,50296200
2020-12-03,1838.520020,1860.349976,1838.520020,1848.699951,1848.699951,50917600
2020-12-04,1849.979980,1892.449951,1849.979980,1892.449951,1892.449951,50863700
2020-12-07,1892.719116,1897.436279,1886.777344,1892.664917,1892.664917,0
